,rt,stimulus,key_press,ListLength,Trial_index,Phase,correct,ExperimentalPhase,Block,word1,word2,save,date,subject_id,trial_type,trial_index,time_elapsed,internal_node_id,response,cue,target,SequenceLength,sequence,letterSeen,queriedPosition,Stimulus_type,TrialType,timeMs,timeMin,score,correct_01,validTrials,validID,W2VWordPairsSim,SimBins
65225,,,,12.0,2.0,RecallResponse,TRUE,True,3.0,,,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,606,994137,0.0-606.0,slime,possum,slime,,,,6.0,,,,,,1.0,False,True,0.299240600347622,2
65226,1972.0,<h1>cookie</h1><br><br><br> Please press space as soon as you recall the target.,32.0,12.0,3.0,CuePresentation,TRUE,True,3.0,,,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,html-keyboard-response,609,998113,0.0-609.0,,cookie,cereal,,,,11.0,,,,,,1.0,False,True,0.43280762431870573,3
65227,,,,12.0,3.0,RecallResponse,TRUE,True,3.0,,,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,610,999801,0.0-610.0,cereal,cookie,cereal,,,,11.0,,,,,,1.0,False,True,0.43280762431870573,3
65228,1235.0,<h1>hinge</h1><br><br><br> Please press space as soon as you recall the target.,32.0,12.0,4.0,CuePresentation,TRUE,True,3.0,,,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,html-keyboard-response,613,1003041,0.0-613.0,,hinge,racket,,,,4.0,,,,,,1.0,True,True,0.649333502230905,4
65229,,,,12.0,4.0,RecallResponse,TRUE,True,3.0,,,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,614,1004409,0.0-614.0,racket,hinge,racket,,,,4.0,,,,,,1.0,True,True,0.649333502230905,4
65230,917.0,<h1>berry</h1><br><br><br> Please press space as soon as you recall the target.,32.0,12.0,5.0,CuePresentation,TRUE,True,3.0,,,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,html-keyboard-response,617,1007329,0.0-617.0,,berry,pear,,,,9.0,,,,,,1.0,True,True,0.8311557898711097,5
65231,,,,12.0,5.0,RecallResponse,TRUE,True,3.0,,,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,618,1008065,0.0-618.0,pear,berry,pear,,,,9.0,,,,,,1.0,True,True,0.8311557898711097,5
65232,1524.0,<h1>fungus</h1><br><br><br> Please press space as soon as you recall the target.,32.0,12.0,6.0,CuePresentation,TRUE,True,3.0,,,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,html-keyboard-response,621,1011593,0.0-621.0,,fungus,moth,,,,7.0,,,,,,1.0,True,True,0.42118623274423467,3
65233,,,,12.0,6.0,RecallResponse,TRUE,True,3.0,,,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,622,1012353,0.0-622.0,moth,fungus,moth,,,,7.0,,,,,,1.0,True,True,0.42118623274423467,3
65234,1781.0,<h1>candle</h1><br><br><br> Please press space as soon as you recall the target.,32.0,12.0,7.0,CuePresentation,FALSE,True,3.0,,,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,html-keyboard-response,625,1016138,0.0-625.0,,candle,lamp,,,,8.0,,,,,,0.0,False,True,0.6987496633198526,4
65235,,,,12.0,7.0,RecallResponse,FALSE,True,3.0,,,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,626,1017097,0.0-626.0,lmap,candle,lamp,,,,8.0,,,,,,0.0,False,True,0.6987496633198526,4
65236,1779.0,<h1>quiche</h1><br><br><br> Please press space as soon as you recall the target.,32.0,12.0,8.0,CuePresentation,TRUE,True,3.0,,,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,html-keyboard-response,629,1020881,0.0-629.0,,quiche,pasta,,,,12.0,,,,,,1.0,False,True,1.0000000607590505,5
65237,,,,12.0,8.0,RecallResponse,TRUE,True,3.0,,,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,630,1021865,0.0-630.0,pasta,quiche,pasta,,,,12.0,,,,,,1.0,False,True,1.0000000607590505,5
65238,1075.0,<h1>garlic</h1><br><br><br> Please press space as soon as you recall the target.,32.0,12.0,9.0,CuePresentation,TRUE,True,3.0,,,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,html-keyboard-response,633,1024946,0.0-633.0,,garlic,cannon,,,,5.0,,,,,,1.0,True,True,0.11498893411172474,1
65239,,,,12.0,9.0,RecallResponse,TRUE,True,3.0,,,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,634,1026250,0.0-634.0,cannon,garlic,cannon,,,,5.0,,,,,,1.0,True,True,0.11498893411172474,1
65240,1404.0,<h1>girl</h1><br><br><br> Please press space as soon as you recall the target.,32.0,12.0,10.0,CuePresentation,TRUE,True,3.0,,,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,html-keyboard-response,637,1029658,0.0-637.0,,girl,chick,,,,3.0,,,,,,1.0,False,True,0.6247244966234788,4
65241,,,,12.0,10.0,RecallResponse,TRUE,True,3.0,,,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,638,1031082,0.0-638.0,chick,girl,chick,,,,3.0,,,,,,1.0,False,True,0.6247244966234788,4
65243,,,,32.0,1.0,LearningResponse,TRUE,True,4.0,coyote,cobra,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,646,1044474,0.0-646.0,cobra,coyote,cobra,,,,,,,,,,1.0,False,True,0.5795780256398243,3
65244,,,,32.0,1.0,LearningResponse,TRUE,True,4.0,coyote,cobra,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,649,1049370,0.0-649.0,coyote,cobra,coyote,,,,,,,,,,1.0,False,True,0.5795780256398243,3
65246,,,,32.0,2.0,LearningResponse,TRUE,True,4.0,fudge,rifle,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,654,1059251,0.0-654.0,rifle,fudge,rifle,,,,,,,,,,1.0,False,True,0.025318974476643434,1
65247,,,,32.0,2.0,LearningResponse,TRUE,True,4.0,fudge,rifle,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,657,1063227,0.0-657.0,fudge,rifle,fudge,,,,,,,,,,1.0,False,True,0.025318974476643434,1
65249,,,,32.0,3.0,LearningResponse,TRUE,True,4.0,helmet,visor,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,662,1072259,0.0-662.0,visor,helmet,visor,,,,,,,,,,1.0,False,True,1.0000000639650986,5
65250,,,,32.0,3.0,LearningResponse,TRUE,True,4.0,helmet,visor,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,665,1078299,0.0-665.0,helmet,visor,helmet,,,,,,,,,,1.0,False,True,1.0000000639650986,5
65252,,,,32.0,4.0,LearningResponse,TRUE,True,4.0,sundae,sushi,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,670,1088476,0.0-670.0,sushi,sundae,sushi,,,,,,,,,,1.0,False,True,0.6102107258645089,4
65253,,,,32.0,4.0,LearningResponse,TRUE,True,4.0,sundae,sushi,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,673,1093020,0.0-673.0,sundae,sushi,sundae,,,,,,,,,,1.0,False,True,0.6102107258645089,4
65255,,,,32.0,5.0,LearningResponse,TRUE,True,4.0,cactus,moose,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,678,1102844,0.0-678.0,moose,cactus,moose,,,,,,,,,,1.0,False,True,0.34621602100896204,2
65256,,,,32.0,5.0,LearningResponse,TRUE,True,4.0,cactus,moose,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,681,1107580,0.0-681.0,cactus,moose,cactus,,,,,,,,,,1.0,False,True,0.34621602100896204,2
65258,,,,32.0,6.0,LearningResponse,TRUE,True,4.0,drain,sink,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,686,1116893,0.0-686.0,sink,drain,sink,,,,,,,,,,1.0,False,True,0.6312402837319344,4
65259,,,,32.0,6.0,LearningResponse,TRUE,True,4.0,drain,sink,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,689,1121285,0.0-689.0,drain,sink,drain,,,,,,,,,,1.0,False,True,0.6312402837319344,4
65261,,,,32.0,7.0,LearningResponse,TRUE,True,4.0,sauce,fondue,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,694,1131141,0.0-694.0,fondue,sauce,fondue,,,,,,,,,,1.0,False,True,0.6004785271851446,4
65262,,,,32.0,7.0,LearningResponse,TRUE,True,4.0,sauce,fondue,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,697,1136477,0.0-697.0,sauce,fondue,sauce,,,,,,,,,,1.0,False,True,0.6004785271851446,4
65264,,,,32.0,8.0,LearningResponse,TRUE,True,4.0,knee,wrist,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,702,1146622,0.0-702.0,wrist,knee,wrist,,,,,,,,,,1.0,False,True,0.6693561718401636,4
65265,,,,32.0,8.0,LearningResponse,TRUE,True,4.0,knee,wrist,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,705,1150470,0.0-705.0,knee,wrist,knee,,,,,,,,,,1.0,False,True,0.6693561718401636,4
65267,,,,32.0,9.0,LearningResponse,TRUE,True,4.0,poppy,crayon,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,710,1160134,0.0-710.0,crayon,poppy,crayon,,,,,,,,,,1.0,False,True,0.23795970777295308,2
65268,,,,32.0,9.0,LearningResponse,TRUE,True,4.0,poppy,crayon,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,713,1164142,0.0-713.0,poppy,crayon,poppy,,,,,,,,,,1.0,False,True,0.23795970777295308,2
65270,,,,32.0,10.0,LearningResponse,TRUE,True,4.0,bird,crow,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,718,1173742,0.0-718.0,crow,bird,crow,,,,,,,,,,1.0,False,True,0.9999998814517473,5
65271,,,,32.0,10.0,LearningResponse,TRUE,True,4.0,bird,crow,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,721,1177999,0.0-721.0,bird,crow,bird,,,,,,,,,,1.0,False,True,0.9999998814517473,5
65273,,,,32.0,11.0,LearningResponse,TRUE,True,4.0,closet,camper,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,726,1189319,0.0-726.0,camper,closet,camper,,,,,,,,,,1.0,False,True,0.3363140723585785,2
65274,,,,32.0,11.0,LearningResponse,TRUE,True,4.0,closet,camper,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,729,1193647,0.0-729.0,closet,camper,closet,,,,,,,,,,1.0,False,True,0.3363140723585785,2
65276,,,,32.0,12.0,LearningResponse,TRUE,True,4.0,crepe,lens,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,734,1202511,0.0-734.0,lens,crepe,lens,,,,,,,,,,1.0,False,True,0.08962399995843817,1
65277,,,,32.0,12.0,LearningResponse,TRUE,True,4.0,crepe,lens,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,737,1206679,0.0-737.0,crepe,lens,crepe,,,,,,,,,,1.0,False,True,0.08962399995843817,1
65279,,,,32.0,13.0,LearningResponse,TRUE,True,4.0,leech,worm,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,742,1215616,0.0-742.0,worm,leech,worm,,,,,,,,,,1.0,False,True,0.8096479883256736,5
65280,,,,32.0,13.0,LearningResponse,TRUE,True,4.0,leech,worm,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,745,1220480,0.0-745.0,leech,worm,leech,,,,,,,,,,1.0,False,True,0.8096479883256736,5
65282,,,,32.0,14.0,LearningResponse,TRUE,True,4.0,radish,melon,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,750,1230016,0.0-750.0,melon,radish,melon,,,,,,,,,,1.0,False,True,0.5682274108553733,3
65283,,,,32.0,14.0,LearningResponse,TRUE,True,4.0,radish,melon,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,753,1234208,0.0-753.0,radish,melon,radish,,,,,,,,,,1.0,False,True,0.5682274108553733,3
65285,,,,32.0,15.0,LearningResponse,TRUE,True,4.0,kilt,tiara,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,758,1243873,0.0-758.0,tiara,kilt,tiara,,,,,,,,,,1.0,False,True,0.7504167009646243,4
65286,,,,32.0,15.0,LearningResponse,TRUE,True,4.0,kilt,tiara,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,761,1248513,0.0-761.0,kilt,tiara,kilt,,,,,,,,,,1.0,False,True,0.7504167009646243,4
65288,,,,32.0,16.0,LearningResponse,TRUE,True,4.0,jacket,blazer,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,766,1259073,0.0-766.0,blazer,jacket,blazer,,,,,,,,,,1.0,False,True,1.000000027289991,5
65289,,,,32.0,16.0,LearningResponse,TRUE,True,4.0,jacket,blazer,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,769,1263361,0.0-769.0,jacket,blazer,jacket,,,,,,,,,,1.0,False,True,1.000000027289991,5
65291,,,,32.0,17.0,LearningResponse,TRUE,True,4.0,eraser,mirror,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,774,1273058,0.0-774.0,mirror,eraser,mirror,,,,,,,,,,1.0,False,True,0.24006374430081112,2
65292,,,,32.0,17.0,LearningResponse,TRUE,True,4.0,eraser,mirror,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,777,1277538,0.0-777.0,eraser,mirror,eraser,,,,,,,,,,1.0,False,True,0.24006374430081112,2
65294,,,,32.0,18.0,LearningResponse,TRUE,True,4.0,badger,acorn,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,782,1287050,0.0-782.0,acorn,badger,acorn,,,,,,,,,,1.0,False,True,0.16868010847348935,1
65295,,,,32.0,18.0,LearningResponse,TRUE,True,4.0,badger,acorn,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,785,1291370,0.0-785.0,badger,acorn,badger,,,,,,,,,,1.0,False,True,0.16868010847348935,1
65297,,,,32.0,19.0,LearningResponse,TRUE,True,4.0,tomato,dough,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,790,1301355,0.0-790.0,dough,tomato,dough,,,,,,,,,,1.0,False,True,0.4452835583694612,3
65298,,,,32.0,19.0,LearningResponse,TRUE,True,4.0,tomato,dough,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,793,1305331,0.0-793.0,tomato,dough,tomato,,,,,,,,,,1.0,False,True,0.4452835583694612,3
65300,,,,32.0,20.0,LearningResponse,TRUE,True,4.0,chips,potato,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,798,1315411,0.0-798.0,potato,chips,potato,,,,,,,,,,1.0,False,True,0.603917424192587,4
65301,,,,32.0,20.0,LearningResponse,TRUE,True,4.0,chips,potato,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,801,1319379,0.0-801.0,chips,potato,chips,,,,,,,,,,1.0,False,True,0.603917424192587,4
65303,,,,32.0,21.0,LearningResponse,TRUE,True,4.0,shelf,gauze,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,806,1329116,0.0-806.0,gauze,shelf,gauze,,,,,,,,,,1.0,False,True,0.3795237854715929,2
65304,,,,32.0,21.0,LearningResponse,TRUE,True,4.0,shelf,gauze,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,809,1333244,0.0-809.0,shelf,gauze,shelf,,,,,,,,,,1.0,False,True,0.3795237854715929,2
65306,,,,32.0,22.0,LearningResponse,TRUE,True,4.0,yacht,ship,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,814,1342404,0.0-814.0,ship,yacht,ship,,,,,,,,,,1.0,False,True,0.5732494750650724,3
65307,,,,32.0,22.0,LearningResponse,TRUE,True,4.0,yacht,ship,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,817,1347013,0.0-817.0,yacht,ship,yacht,,,,,,,,,,1.0,False,True,0.5732494750650724,3
65309,,,,32.0,23.0,LearningResponse,TRUE,True,4.0,stove,teepee,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,822,1356613,0.0-822.0,teepee,stove,teepee,,,,,,,,,,1.0,False,True,0.4416846695982647,3
65310,,,,32.0,23.0,LearningResponse,TRUE,True,4.0,stove,teepee,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,825,1360525,0.0-825.0,stove,teepee,stove,,,,,,,,,,1.0,False,True,0.4416846695982647,3
65312,,,,32.0,24.0,LearningResponse,TRUE,True,4.0,prune,thorn,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,830,1370573,0.0-830.0,thorn,prune,thorn,,,,,,,,,,1.0,False,True,0.9999999789363323,5
65313,,,,32.0,24.0,LearningResponse,TRUE,True,4.0,prune,thorn,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,833,1374510,0.0-833.0,prune,thorn,prune,,,,,,,,,,1.0,False,True,0.9999999789363323,5
65315,,,,32.0,25.0,LearningResponse,TRUE,True,4.0,gravy,grits,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,838,1384526,0.0-838.0,grits,gravy,grits,,,,,,,,,,1.0,False,True,0.9999999222155023,5
65316,,,,32.0,25.0,LearningResponse,TRUE,True,4.0,gravy,grits,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,841,1388950,0.0-841.0,gravy,grits,gravy,,,,,,,,,,1.0,False,True,0.9999999222155023,5
65318,,,,32.0,26.0,LearningResponse,TRUE,True,4.0,earwig,walnut,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,846,1398519,0.0-846.0,walnut,earwig,walnut,,,,,,,,,,1.0,False,True,0.24217337756216092,2
65319,,,,32.0,26.0,LearningResponse,TRUE,True,4.0,earwig,walnut,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,849,1402807,0.0-849.0,earwig,walnut,earwig,,,,,,,,,,1.0,False,True,0.24217337756216092,2
65321,,,,32.0,27.0,LearningResponse,TRUE,True,4.0,sandal,insole,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,854,1411839,0.0-854.0,insole,sandal,insole,,,,,,,,,,1.0,False,True,0.8545205323394657,5
65322,,,,32.0,27.0,LearningResponse,TRUE,True,4.0,sandal,insole,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,857,1416695,0.0-857.0,sandal,insole,sandal,,,,,,,,,,1.0,False,True,0.8545205323394657,5
65324,,,,32.0,28.0,LearningResponse,TRUE,True,4.0,desk,toilet,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,862,1425919,0.0-862.0,toilet,desk,toilet,,,,,,,,,,1.0,False,True,0.4271657233874721,3
65325,,,,32.0,28.0,LearningResponse,TRUE,True,4.0,desk,toilet,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,865,1429984,0.0-865.0,desk,toilet,desk,,,,,,,,,,1.0,False,True,0.4271657233874721,3
65327,,,,32.0,29.0,LearningResponse,TRUE,True,4.0,kiwi,apple,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,870,1438920,0.0-870.0,apple,kiwi,apple,,,,,,,,,,1.0,False,True,0.6305076508837961,4
65328,,,,32.0,29.0,LearningResponse,TRUE,True,4.0,kiwi,apple,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,873,1442928,0.0-873.0,kiwi,apple,kiwi,,,,,,,,,,1.0,False,True,0.6305076508837961,4
65330,,,,32.0,30.0,LearningResponse,TRUE,True,4.0,leek,roll,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,878,1452584,0.0-878.0,roll,leek,roll,,,,,,,,,,1.0,False,True,0.22829037767919647,2
65331,,,,32.0,30.0,LearningResponse,TRUE,True,4.0,leek,roll,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,881,1456528,0.0-881.0,leek,roll,leek,,,,,,,,,,1.0,False,True,0.22829037767919647,2
65333,,,,32.0,31.0,LearningResponse,TRUE,True,4.0,domino,statue,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,886,1465777,0.0-886.0,statue,domino,statue,,,,,,,,,,1.0,False,True,0.11084371457877168,1
65334,,,,32.0,31.0,LearningResponse,TRUE,True,4.0,domino,statue,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,889,1470993,0.0-889.0,domino,statue,domino,,,,,,,,,,1.0,False,True,0.11084371457877168,1
65336,,,,32.0,32.0,LearningResponse,TRUE,True,4.0,beard,puck,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,894,1481097,0.0-894.0,puck,beard,puck,,,,,,,,,,1.0,False,True,0.15867453185593056,1
65337,,,,32.0,32.0,LearningResponse,TRUE,True,4.0,beard,puck,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,897,1485137,0.0-897.0,beard,puck,beard,,,,,,,,,,1.0,False,True,0.15867453185593056,1
65398,1381.0,<h1>leech</h1><br><br><br> Please press space as soon as you recall the target.,32.0,32.0,1.0,CuePresentation,TRUE,True,4.0,,,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,html-keyboard-response,985,1597789,0.0-985.0,,leech,worm,,,,20.0,,,,,,1.0,False,True,0.8096479883256736,5
65399,,,,32.0,1.0,RecallResponse,TRUE,True,4.0,,,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,986,1598837,0.0-986.0,worm,leech,worm,,,,20.0,,,,,,1.0,False,True,0.8096479883256736,5
65400,1051.0,<h1>earwig</h1><br><br><br> Please press space as soon as you recall the target.,32.0,32.0,2.0,CuePresentation,TRUE,True,4.0,,,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,html-keyboard-response,989,1601893,0.0-989.0,,earwig,walnut,,,,7.0,,,,,,1.0,True,True,0.24217337756216092,2
65401,,,,32.0,2.0,RecallResponse,TRUE,True,4.0,,,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,990,1603861,0.0-990.0,walnut,earwig,walnut,,,,7.0,,,,,,1.0,True,True,0.24217337756216092,2
65402,2860.0,<h1>prune</h1><br><br><br> Please press space as soon as you recall the target.,32.0,32.0,3.0,CuePresentation,TRUE,True,4.0,,,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,html-keyboard-response,993,1608725,0.0-993.0,,prune,thorn,,,,9.0,,,,,,1.0,True,True,0.9999999789363323,5
65403,,,,32.0,3.0,RecallResponse,TRUE,True,4.0,,,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,994,1609613,0.0-994.0,thorn,prune,thorn,,,,9.0,,,,,,1.0,True,True,0.9999999789363323,5
65404,6356.0,<h1>coyote</h1><br><br><br> Please press space as soon as you recall the target.,32.0,32.0,4.0,CuePresentation,FALSE,True,4.0,,,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,html-keyboard-response,997,1617974,0.0-997.0,,coyote,cobra,,,,32.0,,,,,,0.0,False,True,0.5795780256398243,3
65405,,,,32.0,4.0,RecallResponse,FALSE,True,4.0,,,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,998,1618485,0.0-998.0,0,coyote,cobra,,,,32.0,,,,,,0.0,False,True,0.5795780256398243,3
65406,924.0,<h1>ship</h1><br><br><br> Please press space as soon as you recall the target.,32.0,32.0,5.0,CuePresentation,TRUE,True,4.0,,,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,html-keyboard-response,1001,1621413,0.0-1001.0,,ship,yacht,,,,11.0,,,,,,1.0,False,True,0.5732494750650724,3
65407,,,,32.0,5.0,RecallResponse,TRUE,True,4.0,,,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,1002,1623350,0.0-1002.0,yacht,ship,yacht,,,,11.0,,,,,,1.0,False,True,0.5732494750650724,3
65408,1020.0,<h1>grits</h1><br><br><br> Please press space as soon as you recall the target.,32.0,32.0,6.0,CuePresentation,TRUE,True,4.0,,,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,html-keyboard-response,1005,1626374,0.0-1005.0,,grits,gravy,,,,8.0,,,,,,1.0,False,True,0.9999999222155023,5
65409,,,,32.0,6.0,RecallResponse,TRUE,True,4.0,,,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,1006,1627894,0.0-1006.0,gravy,grits,gravy,,,,8.0,,,,,,1.0,False,True,0.9999999222155023,5
65410,861.0,<h1>desk</h1><br><br><br> Please press space as soon as you recall the target.,32.0,32.0,7.0,CuePresentation,TRUE,True,4.0,,,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,html-keyboard-response,1009,1630758,0.0-1009.0,,desk,toilet,,,,5.0,,,,,,1.0,True,True,0.4271657233874721,3
65411,,,,32.0,7.0,RecallResponse,TRUE,True,4.0,,,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,1010,1632510,0.0-1010.0,toilet,desk,toilet,,,,5.0,,,,,,1.0,True,True,0.4271657233874721,3
65412,1523.0,<h1>apple</h1><br><br><br> Please press space as soon as you recall the target.,32.0,32.0,8.0,CuePresentation,TRUE,True,4.0,,,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,html-keyboard-response,1013,1636038,0.0-1013.0,,apple,kiwi,,,,4.0,,,,,,1.0,True,True,0.6305076508837961,4
65413,,,,32.0,8.0,RecallResponse,TRUE,True,4.0,,,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,1014,1636894,0.0-1014.0,kiwi,apple,kiwi,,,,4.0,,,,,,1.0,True,True,0.6305076508837961,4
65414,5115.0,<h1>melon</h1><br><br><br> Please press space as soon as you recall the target.,32.0,32.0,9.0,CuePresentation,FALSE,True,4.0,,,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,html-keyboard-response,1017,1644014,0.0-1017.0,,melon,radish,,,,19.0,,,,,,0.0,False,True,0.5682274108553733,3
65415,,,,32.0,9.0,RecallResponse,FALSE,True,4.0,,,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,1018,1646142,0.0-1018.0,0,melon,radish,,,,19.0,,,,,,0.0,False,True,0.5682274108553733,3
65416,924.0,<h1>domino</h1><br><br><br> Please press space as soon as you recall the target.,32.0,32.0,10.0,CuePresentation,TRUE,True,4.0,,,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,html-keyboard-response,1021,1649071,0.0-1021.0,,domino,statue,,,,2.0,,,,,,1.0,True,True,0.11084371457877168,1
65417,,,,32.0,10.0,RecallResponse,TRUE,True,4.0,,,True,12_8_2023_9_47_15,s3plqcm5gv4ha1m,typed-response,1022,1650310,0.0-1022.0,statue,domino,statue,,,,2.0,,,,,,1.0,True,True,0.11084371457877168,1
65420,,,,12.0,1.0,LearningResponse,TRUE,True,1.0,bowtie,wolf,True,27_8_2023_0_15_15,s5xfdqedcy5yx83,typed-response,6,21741,0.0-6.0,wolf,bowtie,wolf,,,,,,,,,,1.0,False,False,0.20837651533216422,2
65421,,,,12.0,1.0,LearningResponse,TRUE,True,1.0,bowtie,wolf,True,27_8_2023_0_15_15,s5xfdqedcy5yx83,typed-response,9,29812,0.0-9.0,bowtie,wolf,bowtie,,,,,,,,,,1.0,False,False,0.20837651533216422,2
65423,,,,12.0,2.0,LearningResponse,TRUE,True,1.0,eagle,hawk,True,27_8_2023_0_15_15,s5xfdqedcy5yx83,typed-response,14,42910,0.0-14.0,hawk,eagle,hawk,,,,,,,,,,1.0,False,False,1.0000000473611077,5
