arm,sweep,model,repeat_index,task,signature,test,weight,threshold_p,n,block_len,theta,null,boot_p,direction_correct
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,4,random_dot_motion_v2,coherence_rt_chronometric,correlation_test,1.5,0.05,12,2,0.6248786543301921,0.0,0.9865,False
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,4,random_dot_motion_v2,above_chance_low_coherence,proportion_test,0.5,0.05,12,2,0.3333333333333333,0.5,0.9565217391304348,False
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,4,random_dot_motion_v2,above_chance_overall,proportion_test,1.0,0.05,37,3,0.32432432432432434,0.5,0.9665167416291854,False
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,4,repeated_games,above_chance_coordination_bos,proportion_test,1.5,0.05,15,2,0.7333333333333333,0.5,0.06146926536731634,True
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,4,repeated_games,cooperation_when_opp_cooperated,proportion_test,1.0,0.05,13,2,1.0,0.5,0.0004997501249375312,True
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,4,repeated_games,round_rt_speedup,correlation_test,1.0,0.05,30,3,-0.18896962325366762,0.0,0.04697651174412794,True
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,4,serial_recall_v2,above_chance_recall,proportion_test,1.5,0.05,16,3,0.0,0.05,1.0,False
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,4,serial_recall_v2,high_vs_low_sim_advantage,paired_proportion_test,1.0,0.05,8,2,0.0,0.0,1.0,False
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,4,serial_recall_v2,similarity_rt_effect,correlation_test,1.0,0.05,16,3,-0.12126781251816648,0.0,0.3053473263368316,True
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,4,tiny_alchemy,above_chance_discovery,proportion_test,2.0,0.05,11,2,1.0,0.55,0.0004997501249375312,True
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,4,visual_recognition,above_chance_discrimination,paired_proportion_test,2.0,0.05,23,3,0.0,0.0,1.0,False
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,4,visual_recognition,above_chance_accuracy,proportion_test,1.5,0.05,23,3,0.34782608695652173,0.5,0.9515242378810594,False
panel,rebuttal_v1_batch2_20260725_150651,kimi-k2.5,4,visual_recognition,low_false_alarm_rate,proportion_test,0.5,0.05,8,2,0.0,0.5,0.0004997501249375312,True
panel,rebuttal_v1_batch2_20260725_150651,qwen3-vl-235b-instruct,4,effort_foraging,above_chance_mvt_match,proportion_test,1.5,0.05,80,4,0.025,0.5,1.0,False
panel,rebuttal_v1_batch2_20260725_150651,qwen3-vl-235b-instruct,4,effort_foraging,above_chance_total_reward,proportion_test,1.0,0.05,80,4,0.2,0.5,1.0,False
panel,rebuttal_v1_batch2_20260725_150651,qwen3-vl-235b-instruct,4,effort_foraging,harvest_rt_speedup,correlation_test,1.0,0.05,80,4,0.04508845467603417,0.0,0.6731634182908546,False
panel,rebuttal_v1_batch2_20260725_150651,qwen3-vl-235b-instruct,4,grid_bandit,kraken_avoidance_in_risky,proportion_test,1.5,0.05,20,3,0.5,0.5,0.5382308845577212,False
panel,rebuttal_v1_batch2_20260725_150651,qwen3-vl-235b-instruct,4,grid_bandit,value_directed_exploitation,correlation_test,1.5,0.05,35,3,-0.3419965613709956,0.0,0.0016339869281045752,True
panel,rebuttal_v1_batch2_20260725_150651,qwen3-vl-235b-instruct,4,grid_bandit,above_chance_reward,proportion_test,1.0,0.05,39,3,0.48717948717948717,0.5,0.5337331334332833,False
panel,rebuttal_v1_batch2_20260725_150651,qwen3-vl-235b-instruct,4,grid_bandit,within_block_learning,correlation_test,1.0,0.05,39,3,-0.006637430318146959,0.0,0.704647676161919,False
panel,rebuttal_v1_batch2_20260725_150651,qwen3-vl-235b-instruct,4,grid_bandit,within_block_rt_speedup,correlation_test,1.0,0.05,39,3,0.207975527423937,0.0,0.8450774612693653,False
panel,rebuttal_v1_batch2_20260725_150651,qwen3-vl-235b-instruct,4,marbles_risk,above_chance_ev_optimal,proportion_test,1.5,0.05,6,2,0.5,0.5,0.44627686156921537,False
panel,rebuttal_v1_batch2_20260725_150651,qwen3-vl-235b-instruct,4,phishing_detection_v2,above_chance_discrimination,paired_proportion_test,2.0,0.05,23,3,-0.09090909090909094,0.0,1.0,False
panel,rebuttal_v1_batch2_20260725_150651,qwen3-vl-235b-instruct,4,phishing_detection_v2,above_chance_overall,proportion_test,1.0,0.05,23,3,0.43478260869565216,0.5,0.8455772113943029,False
panel,rebuttal_v1_batch2_20260725_150651,qwen3-vl-235b-instruct,4,phishing_detection_v2,practice_rt_speedup,correlation_test,1.0,0.05,23,3,0.07478972909245453,0.0,0.7236381809095452,False
panel,rebuttal_v1_batch2_20260725_150651,qwen3-vl-235b-instruct,4,tiny_alchemy,above_chance_discovery,proportion_test,2.0,0.05,8,2,1.0,0.55,0.0004997501249375312,True
panel,rebuttal_v1_launch_20260724_211936_retry,qwen3-vl-235b-instruct,0,effort_foraging,above_chance_mvt_match,proportion_test,1.5,0.05,79,4,0.02531645569620253,0.5,1.0,False
panel,rebuttal_v1_launch_20260724_211936_retry,qwen3-vl-235b-instruct,0,effort_foraging,above_chance_total_reward,proportion_test,1.0,0.05,79,4,0.620253164556962,0.5,0.11644177911044477,True
panel,rebuttal_v1_launch_20260724_211936_retry,qwen3-vl-235b-instruct,0,effort_foraging,harvest_rt_speedup,correlation_test,1.0,0.05,79,4,-0.036729750671299105,0.0,0.4472763618190905,True
panel,rebuttal_v1_launch_20260724_211936_retry,qwen3-vl-235b-instruct,0,phishing_detection_v2,above_chance_discrimination,paired_proportion_test,2.0,0.05,23,3,0.08333333333333333,0.0,0.2978510744627686,True
panel,rebuttal_v1_launch_20260724_211936_retry,qwen3-vl-235b-instruct,0,phishing_detection_v2,above_chance_overall,proportion_test,1.0,0.05,23,3,0.5217391304347826,0.5,0.544727636181909,True
panel,rebuttal_v1_launch_20260724_211936_retry,qwen3-vl-235b-instruct,0,phishing_detection_v2,practice_rt_speedup,correlation_test,1.0,0.05,23,3,-0.3912840131327091,0.0,0.16441779110444776,True
panel,rebuttal_v1_launch_20260724_211936_retry,qwen3-vl-235b-instruct,0,repeated_games,above_chance_coordination_bos,proportion_test,1.5,0.05,15,2,0.5333333333333333,0.5,0.5047476261869065,True
panel,rebuttal_v1_launch_20260724_211936_retry,qwen3-vl-235b-instruct,0,repeated_games,round_rt_speedup,correlation_test,1.0,0.05,30,3,0.060612898024761316,0.0,0.5232383808095952,False
panel,rebuttal_v1_launch_20260724_211936_retry,qwen3-vl-235b-instruct,0,tiny_alchemy,above_chance_discovery,proportion_test,2.0,0.05,11,2,1.0,0.55,0.0004997501249375312,True
panel,rebuttal_v1_launch_20260724_211936_retry,qwen3-vl-235b-instruct,4,effort_foraging,above_chance_mvt_match,proportion_test,1.5,0.05,80,4,0.025,0.5,1.0,False
panel,rebuttal_v1_launch_20260724_211936_retry,qwen3-vl-235b-instruct,4,effort_foraging,above_chance_total_reward,proportion_test,1.0,0.05,80,4,0.25,0.5,0.999000499750125,False
panel,rebuttal_v1_launch_20260724_211936_retry,qwen3-vl-235b-instruct,4,effort_foraging,harvest_rt_speedup,correlation_test,1.0,0.05,80,4,0.2764846290571417,0.0,0.9290354822588706,False
panel,rebuttal_v1_launch_20260724_211936_retry,qwen3-vl-235b-instruct,4,moral_machine,utilitarian_preference,proportion_test,1.5,0.05,3,2,1.0,0.5,0.0004997501249375312,True
panel,rebuttal_v1_launch_20260724_211936_retry,qwen3-vl-235b-instruct,4,moral_machine,age_preference_save_young,proportion_test,1.0,0.05,4,2,0.75,0.5,0.10094952523738131,True
panel,rebuttal_v1_launch_20260724_211936_retry,qwen3-vl-235b-instruct,4,moral_machine,species_preference_save_human,proportion_test,1.5,0.05,5,2,0.4,0.5,0.8530734632683659,False
panel,rebuttal_v1_launch_20260724_211936_retry,qwen3-vl-235b-instruct,4,phishing_detection_v2,above_chance_discrimination,paired_proportion_test,2.0,0.05,24,3,0.4,0.0,0.005497251374312844,True
panel,rebuttal_v1_launch_20260724_211936_retry,qwen3-vl-235b-instruct,4,phishing_detection_v2,above_chance_overall,proportion_test,1.0,0.05,24,3,0.75,0.5,0.05647176411794103,True
panel,rebuttal_v1_launch_20260724_211936_retry,qwen3-vl-235b-instruct,4,phishing_detection_v2,practice_rt_speedup,correlation_test,1.0,0.05,24,3,-0.012636195566307738,0.0,0.29485257371314344,True
panel,rebuttal_v1_launch_20260724_211936_retry,qwen3-vl-235b-instruct,4,tiny_alchemy,above_chance_discovery,proportion_test,2.0,0.05,9,2,1.0,0.55,0.0004997501249375312,True
floor,random_floor_v12_20260726_201120,random,0,effort_foraging,above_chance_mvt_match,proportion_test,1.5,0.05,80,4,0.45,0.5,0.8900549725137431,False
floor,random_floor_v12_20260726_201120,random,0,effort_foraging,above_chance_total_reward,proportion_test,1.0,0.05,80,4,0.425,0.5,0.9510244877561219,False
floor,random_floor_v12_20260726_201120,random,0,effort_foraging,harvest_rt_speedup,correlation_test,1.0,0.05,80,4,0.20145282006102536,0.0,0.9950024987506247,False
floor,random_floor_v12_20260726_201120,random,0,grid_bandit,kraken_avoidance_in_risky,proportion_test,1.5,0.05,50,4,0.4,0.5,0.19490254872563717,True
floor,random_floor_v12_20260726_201120,random,0,grid_bandit,value_directed_exploitation,correlation_test,1.5,0.05,99,5,-0.12398182753800616,0.0,0.12393803098450774,True
floor,random_floor_v12_20260726_201120,random,0,grid_bandit,above_chance_reward,proportion_test,1.0,0.05,110,5,0.5181818181818182,0.5,0.440279860069965,True
floor,random_floor_v12_20260726_201120,random,0,grid_bandit,within_block_learning,correlation_test,1.0,0.05,110,5,-0.00035238825096856155,0.0,0.3333333333333333,False
floor,random_floor_v12_20260726_201120,random,0,grid_bandit,within_block_rt_speedup,correlation_test,1.0,0.05,110,5,0.4636910677522359,0.0,1.0,False
floor,random_floor_v12_20260726_201120,random,0,marbles_risk,ev_sensitivity,correlation_test,2.0,0.05,64,4,0.13614615766587068,0.0,0.14492753623188406,True
floor,random_floor_v12_20260726_201120,random,0,marbles_risk,above_chance_ev_optimal,proportion_test,1.5,0.05,60,4,0.5,0.5,0.5122438780609695,False
floor,random_floor_v12_20260726_201120,random,0,marbles_risk,magnitude_effect_high_payoff,correlation_test,1.0,0.05,64,4,0.09631120112429799,0.0,0.23488255872063968,True
floor,random_floor_v12_20260726_201120,random,0,marbles_risk,ev_difference_rt_effect,correlation_test,1.0,0.05,64,4,-0.027436892625661794,0.0,0.4057971014492754,True
floor,random_floor_v12_20260726_201120,random,0,moral_machine,utilitarian_preference,proportion_test,1.5,0.05,10,2,0.0,0.5,1.0,False
floor,random_floor_v12_20260726_201120,random,0,moral_machine,age_preference_save_young,proportion_test,1.0,0.05,10,2,0.4,0.5,0.8765617191404298,False
floor,random_floor_v12_20260726_201120,random,0,moral_machine,species_preference_save_human,proportion_test,1.5,0.05,10,2,0.4,0.5,1.0,False
floor,random_floor_v12_20260726_201120,random,0,moral_machine,legality_preference_save_lawful,proportion_test,1.0,0.05,6,2,0.6666666666666666,0.5,0.5052473763118441,True
floor,random_floor_v12_20260726_201120,random,0,phishing_detection_v2,above_chance_discrimination,paired_proportion_test,2.0,0.05,60,4,-0.06666666666666665,0.0,0.7701149425287356,False
floor,random_floor_v12_20260726_201120,random,0,phishing_detection_v2,learning_effect,paired_proportion_test,1.5,0.05,20,3,0.3,0.0,0.08930373360242179,True
floor,random_floor_v12_20260726_201120,random,0,phishing_detection_v2,above_chance_overall,proportion_test,1.0,0.05,60,4,0.4666666666666667,0.5,0.7656171914042978,False
floor,random_floor_v12_20260726_201120,random,0,phishing_detection_v2,practice_rt_speedup,correlation_test,1.0,0.05,60,4,-0.1426704590359659,0.0,0.1714142928535732,True
floor,random_floor_v12_20260726_201120,random,0,random_dot_motion_v2,coherence_accuracy_psychometric,correlation_test,2.0,0.05,100,5,0.008805874420954327,0.0,0.4307846076961519,True
floor,random_floor_v12_20260726_201120,random,0,random_dot_motion_v2,coherence_rt_chronometric,correlation_test,1.5,0.05,48,4,-0.0674323308936283,0.0,0.37881059470264866,True
floor,random_floor_v12_20260726_201120,random,0,random_dot_motion_v2,above_chance_low_coherence,proportion_test,0.5,0.05,40,3,0.425,0.5,0.9230384807596201,False
floor,random_floor_v12_20260726_201120,random,0,random_dot_motion_v2,above_chance_overall,proportion_test,1.0,0.05,100,5,0.48,0.5,0.7666166916541729,False
floor,random_floor_v12_20260726_201120,random,0,repeated_games,tit_for_tat_reciprocity_pd,conditional_proportion_contrast,1.5,0.05,14,2,-0.75,0.0,1.0,False
floor,random_floor_v12_20260726_201120,random,0,repeated_games,above_chance_coordination_bos,proportion_test,1.5,0.05,15,2,0.5333333333333333,0.5,0.3448275862068966,True
floor,random_floor_v12_20260726_201120,random,0,repeated_games,cooperation_when_opp_cooperated,proportion_test,1.0,0.05,6,2,0.0,0.5,1.0,False
floor,random_floor_v12_20260726_201120,random,0,repeated_games,round_rt_speedup,correlation_test,1.0,0.05,30,3,-0.01962097094425804,0.0,0.3633183408295852,True
floor,random_floor_v12_20260726_201120,random,0,serial_recall_v2,above_chance_recall,proportion_test,1.5,0.05,16,3,0.0,0.05,1.0,False
floor,random_floor_v12_20260726_201120,random,0,serial_recall_v2,high_vs_low_sim_advantage,paired_proportion_test,1.0,0.05,8,2,0.0,0.0,1.0,False
floor,random_floor_v12_20260726_201120,random,0,serial_recall_v2,similarity_rt_effect,correlation_test,1.0,0.05,16,3,0.060723270944657536,0.0,0.43228385807096453,False
floor,random_floor_v12_20260726_201120,random,0,tiny_alchemy,above_chance_discovery,proportion_test,2.0,0.05,80,4,0.3,0.55,1.0,False
floor,random_floor_v12_20260726_201120,random,0,visual_recognition,above_chance_discrimination,paired_proportion_test,2.0,0.05,100,5,-0.20000000000000007,0.0,0.9985007496251874,False
floor,random_floor_v12_20260726_201120,random,0,visual_recognition,above_chance_accuracy,proportion_test,1.5,0.05,100,5,0.4,0.5,0.999000499750125,False
floor,random_floor_v12_20260726_201120,random,0,visual_recognition,low_false_alarm_rate,proportion_test,0.5,0.05,50,4,0.68,0.5,1.0,False
floor,random_floor_v12_20260726_201120,random,1,effort_foraging,above_chance_mvt_match,proportion_test,1.5,0.05,80,4,0.575,0.5,0.13393303348325838,True
floor,random_floor_v12_20260726_201120,random,1,effort_foraging,above_chance_total_reward,proportion_test,1.0,0.05,80,4,0.5375,0.5,0.32533733133433285,True
floor,random_floor_v12_20260726_201120,random,1,effort_foraging,harvest_rt_speedup,correlation_test,1.0,0.05,80,4,0.0737688007713106,0.0,0.7421289355322339,False
floor,random_floor_v12_20260726_201120,random,1,grid_bandit,kraken_avoidance_in_risky,proportion_test,1.5,0.05,50,4,0.46,0.5,0.4547726136931534,True
floor,random_floor_v12_20260726_201120,random,1,grid_bandit,value_directed_exploitation,correlation_test,1.5,0.05,99,5,-0.1854401909126587,0.0,0.02498750624687656,True
floor,random_floor_v12_20260726_201120,random,1,grid_bandit,above_chance_reward,proportion_test,1.0,0.05,110,5,0.5,0.5,0.5867066466766616,False
floor,random_floor_v12_20260726_201120,random,1,grid_bandit,within_block_learning,correlation_test,1.0,0.05,110,5,-0.035171029218046684,0.0,0.591704147926037,False
floor,random_floor_v12_20260726_201120,random,1,grid_bandit,within_block_rt_speedup,correlation_test,1.0,0.05,110,5,0.372446118036012,0.0,1.0,False
floor,random_floor_v12_20260726_201120,random,1,marbles_risk,ev_sensitivity,correlation_test,2.0,0.05,64,4,-0.09413500525490578,0.0,0.7426286856571714,False
floor,random_floor_v12_20260726_201120,random,1,marbles_risk,above_chance_ev_optimal,proportion_test,1.5,0.05,60,4,0.4666666666666667,0.5,0.7476261869065467,False
floor,random_floor_v12_20260726_201120,random,1,marbles_risk,magnitude_effect_high_payoff,correlation_test,1.0,0.05,64,4,-0.14058171149554435,0.0,0.7936031984007996,False
floor,random_floor_v12_20260726_201120,random,1,marbles_risk,ev_difference_rt_effect,correlation_test,1.0,0.05,64,4,-0.11369855260168794,0.0,0.1184407796101949,True
floor,random_floor_v12_20260726_201120,random,1,moral_machine,utilitarian_preference,proportion_test,1.5,0.05,10,2,0.4,0.5,0.8070964517741129,False
floor,random_floor_v12_20260726_201120,random,1,moral_machine,age_preference_save_young,proportion_test,1.0,0.05,10,2,0.5,0.5,0.632183908045977,False
floor,random_floor_v12_20260726_201120,random,1,moral_machine,species_preference_save_human,proportion_test,1.5,0.05,10,2,0.6,0.5,0.32233883058470764,True
floor,random_floor_v12_20260726_201120,random,1,moral_machine,legality_preference_save_lawful,proportion_test,1.0,0.05,6,2,0.16666666666666666,0.5,1.0,False
floor,random_floor_v12_20260726_201120,random,1,phishing_detection_v2,above_chance_discrimination,paired_proportion_test,2.0,0.05,60,4,-0.06666666666666665,0.0,0.6546726636681659,False
floor,random_floor_v12_20260726_201120,random,1,phishing_detection_v2,learning_effect,paired_proportion_test,1.5,0.05,20,3,-0.3,0.0,0.858148893360161,False
floor,random_floor_v12_20260726_201120,random,1,phishing_detection_v2,above_chance_overall,proportion_test,1.0,0.05,60,4,0.4666666666666667,0.5,0.7056471764117941,False
floor,random_floor_v12_20260726_201120,random,1,phishing_detection_v2,practice_rt_speedup,correlation_test,1.0,0.05,60,4,-0.033256866798673054,0.0,0.4782608695652174,True
floor,random_floor_v12_20260726_201120,random,1,random_dot_motion_v2,coherence_accuracy_psychometric,correlation_test,2.0,0.05,100,5,-0.15747468604472295,0.0,0.9540229885057471,False
floor,random_floor_v12_20260726_201120,random,1,random_dot_motion_v2,coherence_rt_chronometric,correlation_test,1.5,0.05,42,3,-0.12320817911502553,0.0,0.21189405297351324,True
floor,random_floor_v12_20260726_201120,random,1,random_dot_motion_v2,above_chance_low_coherence,proportion_test,0.5,0.05,40,3,0.475,0.5,0.6506746626686657,False
floor,random_floor_v12_20260726_201120,random,1,random_dot_motion_v2,above_chance_overall,proportion_test,1.0,0.05,100,5,0.42,0.5,0.9560219890054973,False
floor,random_floor_v12_20260726_201120,random,1,repeated_games,tit_for_tat_reciprocity_pd,conditional_proportion_contrast,1.5,0.05,14,2,-0.1333333333333333,0.0,0.8468468468468469,False
floor,random_floor_v12_20260726_201120,random,1,repeated_games,above_chance_coordination_bos,proportion_test,1.5,0.05,15,2,0.2,0.5,0.9850074962518741,False
floor,random_floor_v12_20260726_201120,random,1,repeated_games,cooperation_when_opp_cooperated,proportion_test,1.0,0.05,5,2,0.2,0.5,0.9905047476261869,False
floor,random_floor_v12_20260726_201120,random,1,repeated_games,round_rt_speedup,correlation_test,1.0,0.05,30,3,-0.24353760690544826,0.0,0.09195402298850575,True
floor,random_floor_v12_20260726_201120,random,1,serial_recall_v2,above_chance_recall,proportion_test,1.5,0.05,16,3,0.0,0.05,1.0,False
floor,random_floor_v12_20260726_201120,random,1,serial_recall_v2,high_vs_low_sim_advantage,paired_proportion_test,1.0,0.05,8,2,0.0,0.0,1.0,False
floor,random_floor_v12_20260726_201120,random,1,serial_recall_v2,similarity_rt_effect,correlation_test,1.0,0.05,16,3,0.2548498648385897,0.0,0.9635182408795602,False
floor,random_floor_v12_20260726_201120,random,1,tiny_alchemy,above_chance_discovery,proportion_test,2.0,0.05,80,4,0.2625,0.55,1.0,False
floor,random_floor_v12_20260726_201120,random,1,visual_recognition,above_chance_discrimination,paired_proportion_test,2.0,0.05,100,5,0.13999999999999996,0.0,0.05547226386806597,True
floor,random_floor_v12_20260726_201120,random,1,visual_recognition,above_chance_accuracy,proportion_test,1.5,0.05,100,5,0.57,0.5,0.06996501749125437,True
floor,random_floor_v12_20260726_201120,random,1,visual_recognition,low_false_alarm_rate,proportion_test,0.5,0.05,50,4,0.46,0.5,0.4447776111944028,True
floor,random_floor_v12_20260726_201120,random,2,effort_foraging,above_chance_mvt_match,proportion_test,1.5,0.05,80,4,0.525,0.5,0.26686656671664166,True
floor,random_floor_v12_20260726_201120,random,2,effort_foraging,above_chance_total_reward,proportion_test,1.0,0.05,80,4,0.4875,0.5,0.5582208895552224,False
floor,random_floor_v12_20260726_201120,random,2,effort_foraging,harvest_rt_speedup,correlation_test,1.0,0.05,80,4,0.3236351197050072,0.0,0.9960019990004998,False
floor,random_floor_v12_20260726_201120,random,2,grid_bandit,kraken_avoidance_in_risky,proportion_test,1.5,0.05,50,4,0.52,0.5,0.783608195902049,False
floor,random_floor_v12_20260726_201120,random,2,grid_bandit,value_directed_exploitation,correlation_test,1.5,0.05,99,5,-0.02158469051705153,0.0,0.47726136931534235,True
floor,random_floor_v12_20260726_201120,random,2,grid_bandit,above_chance_reward,proportion_test,1.0,0.05,110,5,0.5,0.5,0.5462268865567217,False
floor,random_floor_v12_20260726_201120,random,2,grid_bandit,within_block_learning,correlation_test,1.0,0.05,110,5,-0.03777849451596998,0.0,0.6431784107946027,False
floor,random_floor_v12_20260726_201120,random,2,grid_bandit,within_block_rt_speedup,correlation_test,1.0,0.05,110,5,0.3741985422428437,0.0,1.0,False
floor,random_floor_v12_20260726_201120,random,2,marbles_risk,ev_sensitivity,correlation_test,2.0,0.05,64,4,-0.14912508902523178,0.0,0.8930534732633684,False
floor,random_floor_v12_20260726_201120,random,2,marbles_risk,above_chance_ev_optimal,proportion_test,1.5,0.05,60,4,0.45,0.5,0.8900549725137431,False
floor,random_floor_v12_20260726_201120,random,2,marbles_risk,magnitude_effect_high_payoff,correlation_test,1.0,0.05,64,4,-0.22848324980618473,0.0,0.9805097451274363,False
floor,random_floor_v12_20260726_201120,random,2,marbles_risk,ev_difference_rt_effect,correlation_test,1.0,0.05,64,4,0.10148781186840862,0.0,0.8565717141429285,False
floor,random_floor_v12_20260726_201120,random,2,moral_machine,utilitarian_preference,proportion_test,1.5,0.05,10,2,0.5,0.5,0.48375812093953025,False
floor,random_floor_v12_20260726_201120,random,2,moral_machine,age_preference_save_young,proportion_test,1.0,0.05,10,2,0.5,0.5,0.6086956521739131,False
floor,random_floor_v12_20260726_201120,random,2,moral_machine,species_preference_save_human,proportion_test,1.5,0.05,10,2,0.4,0.5,0.8745627186406797,False
floor,random_floor_v12_20260726_201120,random,2,moral_machine,legality_preference_save_lawful,proportion_test,1.0,0.05,6,2,0.3333333333333333,0.5,1.0,False
floor,random_floor_v12_20260726_201120,random,2,phishing_detection_v2,above_chance_discrimination,paired_proportion_test,2.0,0.05,60,4,-0.06666666666666665,0.0,0.744127936031984,False
floor,random_floor_v12_20260726_201120,random,2,phishing_detection_v2,learning_effect,paired_proportion_test,1.5,0.05,20,3,0.09999999999999998,0.0,0.5382278481012658,True
floor,random_floor_v12_20260726_201120,random,2,phishing_detection_v2,above_chance_overall,proportion_test,1.0,0.05,60,4,0.4666666666666667,0.5,0.7971014492753623,False
floor,random_floor_v12_20260726_201120,random,2,phishing_detection_v2,practice_rt_speedup,correlation_test,1.0,0.05,60,4,-0.03611794971943081,0.0,0.3538230884557721,True
floor,random_floor_v12_20260726_201120,random,2,random_dot_motion_v2,coherence_accuracy_psychometric,correlation_test,2.0,0.05,100,5,-0.09402354859407529,0.0,0.9380309845077461,False
floor,random_floor_v12_20260726_201120,random,2,random_dot_motion_v2,coherence_rt_chronometric,correlation_test,1.5,0.05,53,4,0.02773213467290756,0.0,0.5572213893053474,False
floor,random_floor_v12_20260726_201120,random,2,random_dot_motion_v2,above_chance_low_coherence,proportion_test,0.5,0.05,40,3,0.6,0.5,0.11544227886056972,True
floor,random_floor_v12_20260726_201120,random,2,random_dot_motion_v2,above_chance_overall,proportion_test,1.0,0.05,100,5,0.53,0.5,0.37831084457771114,True
floor,random_floor_v12_20260726_201120,random,2,repeated_games,tit_for_tat_reciprocity_pd,conditional_proportion_contrast,1.5,0.05,14,2,0.2916666666666667,0.0,0.085628442663996,True
floor,random_floor_v12_20260726_201120,random,2,repeated_games,above_chance_coordination_bos,proportion_test,1.5,0.05,15,2,0.5333333333333333,0.5,0.5102448775612194,True
floor,random_floor_v12_20260726_201120,random,2,repeated_games,cooperation_when_opp_cooperated,proportion_test,1.0,0.05,8,2,0.625,0.5,0.32733633183408295,True
floor,random_floor_v12_20260726_201120,random,2,repeated_games,round_rt_speedup,correlation_test,1.0,0.05,30,3,-0.11742382035421363,0.0,0.25537231384307846,True
floor,random_floor_v12_20260726_201120,random,2,serial_recall_v2,above_chance_recall,proportion_test,1.5,0.05,16,3,0.0,0.05,1.0,False
floor,random_floor_v12_20260726_201120,random,2,serial_recall_v2,high_vs_low_sim_advantage,paired_proportion_test,1.0,0.05,8,2,0.0,0.0,1.0,False
floor,random_floor_v12_20260726_201120,random,2,serial_recall_v2,similarity_rt_effect,correlation_test,1.0,0.05,16,3,-0.43081762865571116,0.0,0.02348825587206397,True
floor,random_floor_v12_20260726_201120,random,2,tiny_alchemy,above_chance_discovery,proportion_test,2.0,0.05,80,4,0.225,0.55,1.0,False
floor,random_floor_v12_20260726_201120,random,2,visual_recognition,above_chance_discrimination,paired_proportion_test,2.0,0.05,100,5,0.10000000000000003,0.0,0.24037981009495252,True
floor,random_floor_v12_20260726_201120,random,2,visual_recognition,above_chance_accuracy,proportion_test,1.5,0.05,100,5,0.55,0.5,0.26636681659170414,True
floor,random_floor_v12_20260726_201120,random,2,visual_recognition,low_false_alarm_rate,proportion_test,0.5,0.05,50,4,0.46,0.5,0.424287856071964,True
floor,random_floor_v12_20260726_201120,random,3,effort_foraging,above_chance_mvt_match,proportion_test,1.5,0.05,80,4,0.4375,0.5,0.9090454772613693,False
floor,random_floor_v12_20260726_201120,random,3,effort_foraging,above_chance_total_reward,proportion_test,1.0,0.05,80,4,0.4375,0.5,0.9230384807596201,False
floor,random_floor_v12_20260726_201120,random,3,effort_foraging,harvest_rt_speedup,correlation_test,1.0,0.05,80,4,-0.09142958023383624,0.0,0.21189405297351324,True
floor,random_floor_v12_20260726_201120,random,3,grid_bandit,kraken_avoidance_in_risky,proportion_test,1.5,0.05,50,4,0.72,0.5,1.0,False
floor,random_floor_v12_20260726_201120,random,3,grid_bandit,value_directed_exploitation,correlation_test,1.5,0.05,99,5,0.012175904036945304,0.0,0.5157421289355323,False
floor,random_floor_v12_20260726_201120,random,3,grid_bandit,above_chance_reward,proportion_test,1.0,0.05,110,5,0.36363636363636365,0.5,0.9995002498750625,False
floor,random_floor_v12_20260726_201120,random,3,grid_bandit,within_block_learning,correlation_test,1.0,0.05,110,5,-0.19196236356582208,0.0,0.9725137431284357,False
floor,random_floor_v12_20260726_201120,random,3,grid_bandit,within_block_rt_speedup,correlation_test,1.0,0.05,110,5,0.3074449625036193,0.0,0.9905047476261869,False
floor,random_floor_v12_20260726_201120,random,3,marbles_risk,ev_sensitivity,correlation_test,2.0,0.05,64,4,-0.06176205936829391,0.0,0.7616191904047976,False
floor,random_floor_v12_20260726_201120,random,3,marbles_risk,above_chance_ev_optimal,proportion_test,1.5,0.05,60,4,0.5333333333333333,0.5,0.25987006496751625,True
floor,random_floor_v12_20260726_201120,random,3,marbles_risk,magnitude_effect_high_payoff,correlation_test,1.0,0.05,64,4,-0.06430366910712983,0.0,0.8020989505247377,False
floor,random_floor_v12_20260726_201120,random,3,marbles_risk,ev_difference_rt_effect,correlation_test,1.0,0.05,64,4,0.17353023645665205,0.0,0.9165417291354323,False
floor,random_floor_v12_20260726_201120,random,3,moral_machine,utilitarian_preference,proportion_test,1.5,0.05,10,2,0.4,0.5,0.8010994502748626,False
floor,random_floor_v12_20260726_201120,random,3,moral_machine,age_preference_save_young,proportion_test,1.0,0.05,10,2,0.2,0.5,1.0,False
floor,random_floor_v12_20260726_201120,random,3,moral_machine,species_preference_save_human,proportion_test,1.5,0.05,10,2,0.6,0.5,0.3173413293353323,True
